epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,40401.8,0.38497,0.33545,0.94286,0.80701,0.75802,0.78027,0.66686,0.65116,0.98344,1.14341,0.000189955,0.000189955,0.000189955
181,40627.6,0.39391,0.34096,0.94596,0.79887,0.76823,0.78222,0.66677,0.65781,1.0085,1.14708,0.000181703,0.000181703,0.000181703
182,40853.3,0.38906,0.34152,0.94747,0.80361,0.76445,0.78172,0.66871,0.6562,0.95511,1.16517,0.000173451,0.000173451,0.000173451
183,41079.1,0.3721,0.32326,0.93421,0.79544,0.77291,0.77801,0.66815,0.65602,0.94538,1.16951,0.0001652,0.0001652,0.0001652
184,41303.1,0.38307,0.33766,0.93651,0.82089,0.75429,0.7786,0.66709,0.68321,0.97345,1.19687,0.000156948,0.000156948,0.000156948
185,41525.3,0.37691,0.32802,0.9413,0.81253,0.74177,0.77356,0.6609,0.69131,0.99195,1.20849,0.000148696,0.000148696,0.000148696
186,41749.8,0.36913,0.32218,0.93052,0.8151,0.7512,0.77389,0.65393,0.69099,0.99365,1.19521,0.000140445,0.000140445,0.000140445
187,41972.5,0.38151,0.34026,0.94567,0.81573,0.74853,0.7715,0.65644,0.68336,1.01198,1.1826,0.000132193,0.000132193,0.000132193
188,42194,0.37588,0.31446,0.94056,0.80967,0.75802,0.77387,0.66172,0.66451,1.01247,1.1672,0.000123941,0.000123941,0.000123941
189,42417,0.36854,0.31795,0.94616,0.81173,0.75169,0.76827,0.65293,0.67682,1.03787,1.17425,0.00011569,0.00011569,0.00011569
190,42640.2,0.37806,0.32335,0.93594,0.78638,0.77104,0.77203,0.65863,0.68119,1.00633,1.18113,0.000107438,0.000107438,0.000107438
191,42860.2,0.33057,0.29496,0.88128,0.78933,0.75415,0.76245,0.64531,0.67737,1.02755,1.17397,9.91865e-05,9.91865e-05,9.91865e-05
192,43081,0.30671,0.24821,0.87046,0.78423,0.76328,0.76082,0.64221,0.67981,1.02202,1.18444,9.09349e-05,9.09349e-05,9.09349e-05
193,43300.6,0.32098,0.2564,0.87071,0.79096,0.77761,0.76101,0.64289,0.6872,0.9811,1.20598,8.26832e-05,8.26832e-05,8.26832e-05
194,43520.2,0.31908,0.23561,0.87807,0.79543,0.76961,0.77104,0.65268,0.67873,0.97255,1.20221,7.44316e-05,7.44316e-05,7.44316e-05
195,43745.4,0.30796,0.23489,0.87307,0.79646,0.7671,0.77581,0.65898,0.67745,0.98054,1.19001,6.61799e-05,6.61799e-05,6.61799e-05
196,43964.3,0.31011,0.23008,0.87004,0.78441,0.78383,0.76997,0.65609,0.66973,0.99446,1.17731,5.79283e-05,5.79283e-05,5.79283e-05
197,44184.6,0.30411,0.23129,0.86502,0.79007,0.76799,0.77277,0.65622,0.65859,1.01564,1.15967,4.96766e-05,4.96766e-05,4.96766e-05
198,44405.6,0.3026,0.23356,0.86537,0.78633,0.78563,0.7717,0.65934,0.6561,1.00969,1.15763,4.1425e-05,4.1425e-05,4.1425e-05
199,44627.3,0.30603,0.22696,0.86907,0.78839,0.78334,0.77455,0.66133,0.65129,1.00827,1.15099,3.31733e-05,3.31733e-05,3.31733e-05
200,44847.8,0.29945,0.22116,0.85739,0.79334,0.7774,0.77561,0.66269,0.65096,1.00638,1.15158,2.49217e-05,2.49217e-05,2.49217e-05
